title,avg_rating,num_ratings
"Brothers Grimm, The (2005)",2.625,80
Osmosis Jones (2001),2.625,56
"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",2.625,96
2012 (2009),2.619047619047619,84
Godzilla (2014),2.6153846153846154,52
Ice Age: Dawn of the Dinosaurs (2009),2.607142857142857,84
"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",2.6052631578947367,57
Fantastic Four: Rise of the Silver Surfer (2007),2.575,60
Hulk (2003),2.5606060606060606,99
Mortal Kombat (1995),2.5434782608695654,138
Home Alone 2: Lost in New York (1992),2.5161290322580645,62
Popeye (1980),2.5,54
Money Train (1995),2.5,75
Michael (1996),2.5,92
Daredevil (2003),2.5,64
Timecop (1994),2.5,63
Last Man Standing (1996),2.5,52
Jumpin' Jack Flash (1986),2.5,60
Crocodile Dundee II (1988),2.4791666666666665,72
Lost in Space (1998),2.4482758620689653,87
Transformers: Revenge of the Fallen (2009),2.425,80
Buffy the Vampire Slayer (1992),2.423076923076923,78
Coneheads (1993),2.4206349206349205,126
Striptease (1996),2.4146341463414633,82
Twilight (2008),2.409090909090909,88
RoboCop 3 (1993),2.4047619047619047,105
Free Willy (1993),2.391891891891892,111
Joe Dirt (2001),2.380952380952381,84
Charlie's Angels: Full Throttle (2003),2.3703703703703702,135
Transformers: Dark of the Moon (2011),2.3636363636363638,55
"Flintstones, The (1994)",2.357142857142857,126
Batman v Superman: Dawn of Justice (2016),2.34375,64
Angels in the Outfield (1994),2.3333333333333335,54
Clash of the Titans (2010),2.3076923076923075,52
The Scorpion King (2002),2.2954545454545454,88
Hollow Man (2000),2.2948717948717947,117
Superman III (1983),2.25,66
Batman & Robin (1997),2.2142857142857144,168
Wild Wild West (1999),2.207547169811321,212
I Know What You Did Last Summer (1997),2.109375,96
Inspector Gadget (1999),2.0952380952380953,84
Grease 2 (1982),2.0789473684210527,57
Teenage Mutant Ninja Turtles III (1993),2.0714285714285716,70
I Still Know What You Did Last Summer (1998),2.0555555555555554,54
"Honey, I Blew Up the Kid (1992)",2.05,60
Super Mario Bros. (1993),2.0,126
Godzilla (1998),1.9545454545454546,99
Anaconda (1997),1.9259259259259258,81
Ultraviolet (2006),1.9230769230769231,52
"Karate Kid, Part III, The (1989)",1.75,56
Speed 2: Cruise Control (1997),1.605263157894737,57
